Date,Open,High,Low,Close,Adj Close,Volume
1987-11-30,134.729996,134.729996,127.129997,129.300003,129.300003,0
1987-12-01,129.300003,130.970001,129.300003,130.009995,130.009995,0
1987-12-02,130.009995,131.080002,129.339996,130.639999,130.639999,0
1987-12-03,130.639999,130.839996,126.519997,126.550003,126.550003,0
1987-12-04,126.550003,126.550003,124.089996,125.260002,125.260002,0
1987-12-07,125.260002,127.400002,125.260002,127.400002,127.400002,0
1987-12-08,127.400002,130.410004,127.400002,130.410004,130.410004,0
1987-12-09,130.410004,133.100006,130.029999,132.630005,132.630005,0
1987-12-10,132.630005,133.139999,129.940002,130.309998,130.309998,0
1987-12-11,130.309998,131.130005,130.229996,131.100006,131.100006,0
1987-12-14,131.100006,134.679993,131.050003,134.679993,134.679993,0
1987-12-15,134.679993,136.380005,134.479996,135.270004,135.270004,0
1987-12-16,135.270004,138.139999,135.270004,138.119995,138.119995,0
1987-12-17,138.139999,138.429993,136.020004,136.029999,136.029999,0
1987-12-18,136.029999,139.250000,136.020004,139.250000,139.250000,0
1987-12-21,139.250000,139.770004,138.929993,139.619995,139.619995,0
1987-12-22,139.619995,139.630005,138.240005,139.600006,139.600006,0
1987-12-23,139.600006,141.389999,139.600006,141.369995,141.369995,0
1987-12-24,141.369995,141.369995,140.720001,140.940002,140.940002,0
1987-12-28,140.940002,140.940002,136.929993,137.589996,137.589996,0
1987-12-29,137.589996,137.649994,136.869995,137.070007,137.070007,0
1987-12-30,137.070007,138.820007,137.070007,138.820007,138.820007,0
1987-12-31,138.820007,138.820007,137.550003,138.679993,138.679993,0
1988-01-04,138.679993,143.320007,138.679993,143.199997,143.199997,0
1988-01-05,143.199997,146.320007,143.199997,144.929993,144.929993,0
1988-01-06,144.929993,145.589996,144.369995,145.289993,145.289993,0
1988-01-07,145.289993,146.389999,143.990005,146.350006,146.350006,0
1988-01-08,146.350006,146.350006,137.679993,137.779999,137.779999,0
1988-01-11,137.779999,139.229996,136.270004,139.229996,139.229996,0
1988-01-12,139.229996,139.229996,135.720001,138.009995,138.009995,0
1988-01-13,138.009995,139.720001,136.240005,138.279999,138.279999,0
1988-01-14,138.279999,138.929993,137.600006,138.389999,138.389999,0
1988-01-15,138.389999,142.289993,138.389999,141.589996,141.589996,0
1988-01-18,141.589996,142.029999,140.830002,141.679993,141.679993,0
1988-01-19,141.679993,142.309998,140.339996,140.639999,140.639999,0
1988-01-20,140.639999,140.639999,136.490005,137.160004,137.160004,0
1988-01-21,137.160004,137.929993,136.050003,137.460007,137.460007,0
1988-01-22,137.460007,139.190002,137.460007,139.190002,139.190002,0
1988-01-25,139.190002,142.220001,139.190002,141.960007,141.960007,0
1988-01-26,141.960007,141.960007,140.600006,140.789993,140.789993,0
1988-01-27,140.789993,142.360001,140.399994,140.710007,140.710007,0
1988-01-28,140.710007,142.750000,140.710007,142.639999,142.639999,0
1988-01-29,142.639999,144.539993,142.539993,144.539993,144.539993,0
1988-02-01,144.539993,145.270004,143.880005,143.949997,143.949997,0
1988-02-02,143.949997,144.309998,142.899994,144.220001,144.220001,0
1988-02-03,144.220001,144.899994,142.009995,142.639999,142.639999,0
1988-02-04,142.639999,142.850006,141.690002,142.550003,142.550003,0
1988-02-05,142.550003,143.360001,142.110001,142.139999,142.139999,0
1988-02-08,142.139999,142.139999,140.679993,141.179993,141.179993,0
1988-02-09,141.179993,142.330002,140.979996,142.330002,142.330002,0
1988-02-10,142.330002,144.979996,142.330002,144.910004,144.910004,0
1988-02-11,144.910004,145.570007,144.419998,144.759995,144.759995,0
1988-02-12,144.759995,146.139999,144.759995,145.630005,145.630005,0
1988-02-16,145.630005,146.649994,145.100006,146.649994,146.649994,0
1988-02-17,146.649994,147.529999,145.929993,146.470001,146.470001,0
1988-02-18,146.470001,146.679993,145.520004,145.919998,145.919998,0
1988-02-19,145.919998,147.679993,145.809998,147.679993,147.679993,0
1988-02-22,147.679993,149.759995,147.369995,149.619995,149.619995,0
1988-02-23,149.619995,149.929993,148.639999,149.509995,149.509995,0
1988-02-24,149.509995,150.190002,149.080002,149.490005,149.490005,0
1988-02-25,149.490005,151.250000,148.210007,148.380005,148.380005,0
1988-02-26,148.380005,148.949997,148.240005,148.750000,148.750000,0
1988-02-29,148.750000,151.429993,148.740005,151.429993,151.429993,0
1988-03-01,151.429993,151.580002,150.449997,151.229996,151.229996,0
1988-03-02,151.229996,152.190002,151.229996,151.850006,151.850006,0
1988-03-03,151.850006,152.199997,151.490005,151.979996,151.979996,0
1988-03-04,151.979996,152.160004,150.470001,151.759995,151.759995,0
1988-03-07,151.759995,151.960007,151.139999,151.869995,151.869995,0
1988-03-08,151.869995,153.259995,151.860001,152.949997,152.949997,0
1988-03-09,152.949997,153.729996,152.880005,152.949997,152.949997,0
1988-03-10,152.949997,153.119995,150.330002,150.360001,150.360001,0
1988-03-11,150.360001,150.710007,148.960007,150.699997,150.699997,0
1988-03-14,150.699997,151.440002,150.490005,151.369995,151.369995,0
1988-03-15,151.369995,151.449997,150.720001,151.300003,151.300003,0
1988-03-16,151.300003,152.610001,150.740005,152.610001,152.610001,0
1988-03-17,152.610001,154.000000,152.610001,154.000000,154.000000,0
1988-03-18,153.380005,154.649994,153.380005,153.919998,153.919998,0
1988-03-21,153.929993,153.929993,152.009995,152.690002,152.690002,0
1988-03-22,152.690002,153.149994,152.429993,152.830002,152.830002,0
1988-03-23,152.830002,153.330002,152.490005,153.029999,153.029999,0
1988-03-24,153.029999,153.029999,149.779999,150.210007,150.210007,0
1988-03-25,150.210007,150.270004,147.649994,147.839996,147.839996,0
1988-03-28,147.839996,147.839996,146.460007,147.279999,147.279999,0
1988-03-29,147.279999,148.720001,147.279999,148.389999,148.389999,0
1988-03-30,148.389999,149.119995,147.380005,147.419998,147.419998,0
1988-03-31,147.419998,147.970001,146.449997,147.970001,147.970001,0
1988-04-04,147.970001,147.970001,146.279999,146.440002,146.440002,0
1988-04-05,146.440002,147.529999,146.410004,147.529999,147.529999,0
1988-04-06,147.529999,150.850006,147.410004,150.850006,150.850006,0
1988-04-07,150.850006,151.759995,150.800003,151.360001,151.360001,0
1988-04-08,151.360001,153.380005,151.330002,153.080002,153.080002,0
1988-04-11,153.080002,153.589996,152.770004,153.529999,153.529999,0
1988-04-12,153.529999,154.389999,153.330002,154.179993,154.179993,0
1988-04-13,154.179993,154.320007,153.080002,154.210007,154.210007,0
1988-04-14,154.210007,154.210007,148.070007,148.240005,148.240005,0
1988-04-15,148.240005,148.350006,146.139999,148.070007,148.070007,0
1988-04-18,148.070007,148.080002,147.119995,147.839996,147.839996,0
1988-04-19,147.839996,149.429993,147.350006,147.369995,147.369995,0
1988-04-20,147.369995,147.559998,146.320007,146.320007,146.320007,0
1988-04-21,146.320007,148.220001,145.690002,146.350006,146.350006,0
1988-04-22,146.350006,148.380005,146.350006,148.050003,148.050003,0
1988-04-25,148.050003,149.559998,148.050003,149.160004,149.160004,0
1988-04-26,149.139999,150.440002,149.110001,149.990005,149.990005,0
1988-04-27,149.990005,150.539993,149.809998,150.029999,150.029999,0
1988-04-28,150.029999,150.029999,149.350006,149.529999,149.529999,0
1988-04-29,149.529999,149.529999,148.289993,149.139999,149.139999,0
1988-05-02,149.139999,149.169998,148.440002,149.169998,149.169998,0
1988-05-03,149.169998,150.229996,149.160004,149.919998,149.919998,0
1988-05-04,149.919998,150.070007,148.740005,148.750000,148.750000,0
1988-05-05,148.750000,148.750000,147.649994,147.970001,147.970001,0
1988-05-06,147.970001,148.660004,147.169998,147.350006,147.350006,0
1988-05-09,147.350006,147.559998,146.190002,146.679993,146.679993,0
1988-05-10,146.679993,147.410004,146.289993,147.050003,147.050003,0
1988-05-11,147.050003,147.050003,144.250000,144.720001,144.720001,0
1988-05-12,144.710007,145.520004,144.710007,145.089996,145.089996,0
1988-05-13,145.089996,146.570007,145.089996,146.570007,146.570007,0
1988-05-16,146.570007,147.429993,146.320007,147.429993,147.429993,0
1988-05-17,147.429993,148.330002,145.979996,146.000000,146.000000,0
1988-05-18,146.000000,146.020004,143.660004,143.839996,143.839996,0
1988-05-19,143.839996,144.259995,142.470001,144.259995,144.259995,0
1988-05-20,144.259995,144.809998,143.949997,144.509995,144.509995,0
1988-05-23,144.509995,144.520004,142.770004,143.369995,143.369995,0
1988-05-24,143.369995,144.660004,143.369995,144.660004,144.660004,0
1988-05-25,144.660004,145.619995,144.649994,144.940002,144.940002,0
1988-05-26,144.940002,145.520004,144.839996,145.460007,145.460007,0
1988-05-27,145.460007,145.460007,144.619995,144.919998,144.919998,0
1988-05-31,144.919998,149.089996,144.919998,149.089996,149.089996,0
1988-06-01,149.089996,151.770004,149.089996,151.550003,151.550003,0
1988-06-02,151.550003,151.570007,150.350006,150.899994,150.899994,0
1988-06-03,150.899994,151.809998,150.529999,151.580002,151.580002,0
1988-06-06,151.580002,151.949997,150.940002,151.949997,151.949997,0
1988-06-07,151.949997,152.119995,150.929993,151.169998,151.169998,0
1988-06-08,151.169998,154.470001,151.169998,154.279999,154.279999,0
1988-06-09,154.289993,154.690002,153.720001,153.860001,153.860001,0
1988-06-10,153.860001,155.279999,153.850006,154.429993,154.429993,0
1988-06-13,154.429993,154.750000,154.110001,154.539993,154.539993,0
1988-06-14,154.539993,156.779999,154.539993,156.000000,156.000000,0
1988-06-15,156.000000,156.160004,155.339996,156.160004,156.160004,0
1988-06-16,156.160004,156.160004,153.570007,154.000000,154.000000,0
1988-06-17,154.000000,154.449997,153.289993,154.320007,154.320007,0
1988-06-20,154.320007,154.320007,153.309998,153.509995,153.509995,0
1988-06-21,153.509995,154.809998,152.899994,154.809998,154.809998,0
1988-06-22,154.809998,157.410004,154.809998,156.869995,156.869995,0
1988-06-23,156.869995,157.059998,156.369995,156.649994,156.649994,0
1988-06-24,156.649994,156.839996,156.160004,156.289993,156.289993,0
1988-06-27,156.289993,156.289993,154.029999,154.119995,154.119995,0
1988-06-28,154.119995,155.800003,154.080002,155.649994,155.649994,0
1988-06-29,155.649994,156.080002,154.399994,155.080002,155.080002,0
1988-06-30,155.080002,156.520004,155.080002,156.520004,156.520004,0
1988-07-01,156.520004,156.649994,155.380005,155.820007,155.820007,0
1988-07-05,155.820007,157.580002,155.179993,157.580002,157.580002,0
1988-07-06,157.580002,157.860001,154.990005,155.860001,155.860001,0
1988-07-07,155.860001,155.860001,154.570007,155.699997,155.699997,0
1988-07-08,155.699997,155.899994,154.809998,154.910004,154.910004,0
1988-07-11,154.910004,155.589996,154.910004,155.110001,155.110001,0
1988-07-12,155.110001,155.210007,153.419998,153.820007,153.820007,0
1988-07-13,153.820007,154.509995,152.979996,154.449997,154.449997,0
1988-07-14,154.449997,155.039993,154.169998,154.929993,154.929993,0
1988-07-15,154.929993,155.720001,154.630005,155.720001,155.720001,0
1988-07-18,155.720001,155.720001,154.160004,155.000000,155.000000,0
1988-07-19,155.000000,155.250000,153.220001,153.850006,153.850006,0
1988-07-20,153.850006,154.570007,153.850006,154.500000,154.500000,0
1988-07-21,154.500000,154.500000,152.839996,152.850006,152.850006,0
1988-07-22,152.850006,152.850006,151.169998,151.279999,151.279999,0
1988-07-25,151.279999,151.970001,151.029999,151.759995,151.759995,0
1988-07-26,151.759995,152.350006,151.589996,152.000000,152.000000,0
1988-07-27,152.000000,152.259995,150.630005,150.649994,150.649994,0
1988-07-28,150.649994,152.389999,150.630005,152.240005,152.240005,0
1988-07-29,152.240005,155.080002,152.240005,155.080002,155.080002,0
1988-08-01,155.080002,155.520004,154.800003,155.320007,155.320007,0
1988-08-02,155.320007,155.979996,154.490005,155.320007,155.320007,0
1988-08-03,155.320007,155.970001,154.899994,155.809998,155.809998,0
1988-08-04,155.809998,156.369995,155.360001,155.399994,155.399994,0
1988-08-05,155.399994,155.399994,154.479996,154.940002,154.940002,0
1988-08-08,154.940002,155.490005,154.369995,154.389999,154.389999,0
1988-08-09,154.389999,154.470001,151.910004,152.539993,152.539993,0
1988-08-10,152.539993,152.539993,149.740005,150.039993,150.039993,0
1988-08-11,150.039993,150.479996,149.330002,150.410004,150.410004,0
1988-08-12,150.410004,150.440002,149.750000,150.300003,150.300003,0
1988-08-15,150.300003,150.300003,148.279999,148.289993,148.289993,0
1988-08-16,148.289993,150.089996,147.610001,149.240005,149.240005,0
1988-08-17,149.240005,149.889999,148.729996,149.380005,149.380005,0
1988-08-18,149.380005,150.330002,149.380005,149.589996,149.589996,0
1988-08-19,149.589996,150.179993,149.300003,149.300003,149.300003,0
1988-08-22,149.300003,149.500000,147.610001,147.639999,147.639999,0
1988-08-23,147.639999,147.970001,147.389999,147.649994,147.649994,0
1988-08-24,147.649994,149.580002,147.649994,149.580002,149.580002,0
1988-08-25,149.580002,149.580002,147.899994,148.630005,148.630005,0
1988-08-26,148.619995,149.050003,148.509995,148.889999,148.889999,0
1988-08-29,148.899994,150.320007,148.889999,150.229996,150.229996,0
1988-08-30,150.229996,150.600006,149.880005,150.389999,150.389999,0
1988-08-31,150.389999,150.990005,149.880005,150.059998,150.059998,0
1988-09-01,150.059998,150.059998,147.869995,148.410004,148.410004,0
1988-09-02,148.410004,151.460007,148.410004,151.309998,151.309998,0
1988-09-06,151.309998,152.419998,151.250000,152.320007,152.320007,0
1988-09-07,151.860001,152.559998,151.639999,152.080002,152.080002,0
1988-09-08,152.080002,152.440002,151.639999,152.279999,152.279999,0
1988-09-09,152.279999,153.410004,151.250000,152.830002,152.830002,0
1988-09-12,152.830002,153.229996,152.570007,152.669998,152.669998,0
1988-09-13,152.669998,153.110001,152.039993,153.110001,153.110001,0
1988-09-14,153.110001,154.089996,153.110001,154.059998,154.059998,0
1988-09-15,154.059998,154.220001,153.490005,153.520004,153.520004,0
1988-09-16,153.520004,154.740005,153.229996,154.710007,154.710007,0
1988-09-19,154.710007,154.710007,153.160004,153.889999,153.889999,0
1988-09-20,153.889999,154.419998,153.779999,154.360001,154.360001,0
1988-09-21,154.360001,154.770004,154.270004,154.619995,154.619995,0
1988-09-22,154.619995,154.820007,153.720001,154.149994,154.149994,0
1988-09-23,154.149994,154.630005,153.729996,154.440002,154.440002,0
1988-09-26,154.440002,154.440002,153.809998,153.940002,153.940002,0
1988-09-27,153.940002,154.119995,153.520004,153.630005,153.630005,0
1988-09-28,153.630005,154.029999,153.419998,154.029999,154.029999,0
1988-09-29,154.029999,155.929993,154.029999,155.779999,155.779999,0
1988-09-30,155.779999,156.880005,155.509995,155.690002,155.690002,0
1988-10-03,155.690002,155.699997,154.080002,155.199997,155.199997,0
1988-10-04,155.199997,155.389999,154.759995,154.889999,154.889999,0
1988-10-05,154.889999,155.759995,154.610001,155.529999,155.529999,0
1988-10-06,155.529999,155.820007,155.279999,155.820007,155.820007,0
1988-10-07,155.820007,158.449997,155.809998,158.449997,158.449997,0
1988-10-10,158.449997,158.639999,157.929993,158.520004,158.520004,0
1988-10-11,158.520004,158.520004,157.589996,158.369995,158.369995,0
1988-10-12,158.369995,158.369995,155.960007,156.380005,156.380005,0
1988-10-13,156.389999,157.179993,156.070007,156.949997,156.949997,0
1988-10-14,156.949997,157.789993,156.449997,157.089996,157.089996,0
1988-10-17,157.080002,157.539993,156.860001,157.470001,157.470001,0
1988-10-18,157.470001,158.839996,157.410004,158.839996,158.839996,0
1988-10-19,158.839996,159.419998,156.720001,157.740005,157.740005,0
1988-10-20,157.740005,160.539993,157.729996,160.529999,160.529999,0
1988-10-21,160.520004,160.860001,159.740005,160.860001,160.860001,0
1988-10-24,160.860001,161.000000,160.279999,160.289993,160.289993,0
1988-10-25,160.289993,160.440002,160.009995,160.250000,160.250000,0
1988-10-26,160.240005,160.289993,159.410004,159.699997,159.699997,0
1988-10-27,159.699997,159.699997,156.940002,157.539993,157.539993,0
1988-10-28,157.539993,158.559998,157.539993,158.169998,158.169998,0
1988-10-31,158.169998,158.360001,157.470001,158.360001,158.360001,0
1988-11-01,158.360001,158.610001,157.919998,158.380005,158.380005,0
1988-11-02,158.380005,158.539993,157.470001,158.320007,158.320007,0
1988-11-03,158.320007,158.949997,158.320007,158.449997,158.449997,0
1988-11-04,158.449997,158.449997,157.100006,157.100006,157.100006,0
1988-11-07,157.100006,157.110001,155.539993,155.679993,155.679993,0
1988-11-08,155.679993,156.580002,155.679993,156.330002,156.330002,0
1988-11-09,156.330002,156.330002,154.910004,155.419998,155.419998,0
1988-11-10,155.419998,155.869995,155.279999,155.600006,155.600006,0
1988-11-11,155.610001,155.610001,152.729996,152.729996,152.729996,0
1988-11-14,152.729996,153.300003,152.070007,152.470001,152.470001,0
1988-11-15,152.470001,152.910004,152.470001,152.720001,152.720001,0
1988-11-16,152.720001,152.759995,149.889999,150.320007,150.320007,0
1988-11-17,150.320007,151.089996,150.080002,150.559998,150.559998,0
1988-11-18,150.559998,151.460007,150.559998,151.429993,151.429993,0
1988-11-21,151.440002,151.440002,149.910004,151.130005,151.130005,0
1988-11-22,151.130005,151.789993,150.690002,151.550003,151.550003,0
1988-11-23,151.550003,152.729996,151.550003,152.509995,152.509995,0
1988-11-25,152.509995,152.509995,151.270004,151.630005,151.630005,0
1988-11-28,151.630005,152.369995,151.470001,152.259995,152.259995,0
1988-11-29,152.259995,153.559998,152.059998,153.460007,153.460007,0
1988-11-30,153.460007,155.149994,153.460007,154.979996,154.979996,0
1988-12-01,154.979996,154.990005,154.419998,154.610001,154.610001,0
1988-12-02,154.610001,154.619995,153.710007,154.320007,154.320007,0
1988-12-05,154.330002,156.070007,154.330002,155.759995,155.759995,0
1988-12-06,155.759995,157.089996,155.639999,157.050003,157.050003,0
1988-12-07,157.050003,157.699997,156.949997,157.360001,157.360001,0
1988-12-08,157.360001,157.360001,156.580002,156.589996,156.589996,0
1988-12-09,156.589996,157.119995,156.520004,156.809998,156.809998,0
1988-12-12,156.809998,157.610001,156.539993,156.550003,156.550003,0
1988-12-13,156.550003,156.550003,155.649994,156.410004,156.410004,0
1988-12-14,156.410004,156.410004,155.580002,155.889999,155.889999,0
1988-12-15,155.889999,156.029999,155.320007,155.440002,155.440002,0
1988-12-16,155.440002,156.479996,155.440002,156.479996,156.479996,0
1988-12-19,156.479996,157.740005,156.139999,157.639999,157.639999,0
1988-12-20,157.639999,158.419998,157.070007,157.080002,157.080002,0
1988-12-21,157.080002,157.190002,156.509995,156.990005,156.990005,0
1988-12-22,156.990005,157.199997,156.770004,156.830002,156.830002,0
1988-12-23,156.830002,157.419998,156.830002,157.389999,157.389999,0
1988-12-27,157.389999,157.470001,156.869995,156.899994,156.899994,0
1988-12-28,156.899994,157.190002,156.619995,157.119995,157.119995,0
1988-12-29,157.119995,158.279999,157.119995,158.279999,158.279999,0
1988-12-30,158.279999,158.460007,157.759995,157.809998,157.809998,0
1989-01-03,157.809998,157.809998,155.860001,156.559998,156.559998,0
1989-01-04,156.559998,158.759995,156.559998,158.669998,158.669998,0
1989-01-05,158.669998,159.690002,158.669998,159.000000,159.000000,0
1989-01-06,159.000000,160.039993,159.000000,159.470001,159.470001,0
1989-01-09,159.470001,160.050003,159.369995,159.679993,159.679993,0
1989-01-10,159.679993,159.949997,158.970001,159.380005,159.380005,0
1989-01-11,159.380005,160.100006,159.250000,160.100006,160.100006,0
1989-01-12,160.100006,161.300003,160.089996,160.699997,160.699997,0
1989-01-13,160.699997,161.100006,160.449997,161.009995,161.009995,0
1989-01-16,161.009995,161.529999,160.960007,161.220001,161.220001,0
1989-01-17,161.220001,161.220001,160.669998,160.860001,160.860001,0
1989-01-18,160.860001,162.490005,160.490005,162.369995,162.369995,0
1989-01-19,162.369995,163.160004,162.350006,162.699997,162.699997,0
1989-01-20,162.699997,162.759995,162.160004,162.570007,162.570007,0
1989-01-23,162.570007,163.119995,161.509995,161.509995,161.509995,0
1989-01-24,161.509995,163.350006,161.509995,163.339996,163.339996,0
1989-01-25,163.339996,163.770004,163.199997,163.770004,163.770004,0
1989-01-26,163.770004,165.410004,163.300003,165.119995,165.119995,0
1989-01-27,165.119995,167.289993,165.089996,166.259995,166.259995,0
1989-01-30,166.259995,166.889999,166.169998,166.889999,166.889999,0
1989-01-31,166.889999,168.199997,166.289993,168.179993,168.179993,0
1989-02-01,168.179993,168.669998,167.699997,168.160004,168.160004,0
1989-02-02,168.160004,168.639999,167.610001,168.179993,168.179993,0
1989-02-03,168.179993,168.610001,167.860001,168.330002,168.330002,0
1989-02-06,168.330002,168.389999,167.419998,167.929993,167.929993,0
1989-02-07,167.929993,170.149994,167.809998,169.839996,169.839996,0
1989-02-08,169.850006,170.320007,169.350006,169.440002,169.440002,0
1989-02-09,169.440002,169.449997,167.580002,167.919998,167.919998,0
1989-02-10,167.919998,167.919998,165.699997,165.750000,165.750000,0
1989-02-13,165.750000,166.089996,165.059998,165.869995,165.869995,0
1989-02-14,165.869995,166.800003,165.509995,165.690002,165.690002,0
1989-02-15,165.690002,166.970001,165.559998,166.970001,166.970001,0
1989-02-16,166.960007,167.470001,166.960007,167.369995,167.369995,0
1989-02-17,167.369995,168.449997,167.350006,168.339996,168.339996,0
1989-02-21,168.350006,168.460007,167.570007,167.949997,167.949997,0
1989-02-22,167.949997,167.949997,165.339996,165.460007,165.460007,0
1989-02-23,165.460007,165.960007,164.850006,165.960007,165.960007,0
1989-02-24,165.960007,165.960007,163.600006,163.610001,163.610001,0
1989-02-27,163.610001,163.960007,163.089996,163.820007,163.820007,0
1989-02-28,163.820007,164.580002,163.809998,164.350006,164.350006,0
1989-03-01,164.350006,165.110001,163.419998,163.679993,163.679993,0
1989-03-02,163.679993,165.270004,163.679993,165.130005,165.130005,0
1989-03-03,165.139999,165.779999,164.940002,165.770004,165.770004,0
1989-03-06,165.779999,167.460007,165.779999,167.460007,167.460007,0
1989-03-07,167.460007,167.690002,166.820007,167.149994,167.149994,0
1989-03-08,167.149994,167.979996,166.990005,167.300003,167.300003,0
1989-03-09,167.300003,167.539993,167.139999,167.169998,167.169998,0
1989-03-10,167.169998,167.169998,166.130005,166.720001,166.720001,0
1989-03-13,166.740005,168.250000,166.729996,167.860001,167.860001,0
1989-03-14,167.860001,168.300003,167.529999,167.750000,167.750000,0
1989-03-15,167.750000,168.580002,167.750000,168.470001,168.470001,0
1989-03-16,168.479996,170.089996,168.479996,169.919998,169.919998,0
1989-03-17,169.919998,169.919998,165.690002,166.330002,166.330002,0
1989-03-20,166.350006,166.350006,164.229996,164.800003,164.800003,0
1989-03-21,164.800003,165.970001,164.800003,165.559998,165.559998,0
1989-03-22,165.559998,165.610001,164.839996,165.130005,165.130005,0
1989-03-23,165.130005,165.610001,164.259995,164.479996,164.479996,0
1989-03-27,164.449997,165.119995,164.070007,165.119995,165.119995,0
1989-03-28,165.110001,165.990005,165.110001,165.720001,165.720001,0
1989-03-29,165.720001,166.240005,165.679993,166.139999,166.139999,0
1989-03-30,166.139999,166.789993,165.740005,166.320007,166.320007,0
1989-03-31,166.320007,167.619995,166.320007,167.619995,167.619995,0
1989-04-03,167.619995,168.649994,167.520004,168.449997,168.449997,0
1989-04-04,168.449997,168.449997,167.660004,167.949997,167.949997,0
1989-04-05,167.949997,168.520004,167.940002,168.479996,168.479996,0
1989-04-06,168.470001,168.470001,167.649994,168.080002,168.080002,0
1989-04-07,168.070007,169.210007,167.660004,169.059998,169.059998,0
1989-04-10,169.059998,169.460007,168.919998,169.059998,169.059998,0
1989-04-11,169.059998,169.949997,169.059998,169.800003,169.800003,0
1989-04-12,169.809998,170.410004,169.809998,170.160004,170.160004,0
1989-04-13,170.160004,170.169998,168.820007,168.869995,168.869995,0
1989-04-14,168.869995,171.509995,168.869995,171.220001,171.220001,0
1989-04-17,171.220001,171.500000,170.929993,171.399994,171.399994,0
1989-04-18,171.399994,173.500000,171.399994,173.440002,173.440002,0
1989-04-19,173.440002,174.250000,173.169998,174.059998,174.059998,0
1989-04-20,174.059998,174.479996,172.860001,173.679993,173.679993,0
1989-04-21,173.679993,175.240005,173.679993,175.240005,175.240005,0
1989-04-24,175.240005,175.240005,174.449997,174.850006,174.850006,0
