Date,Open,High,Low,Close,Adj Close,Volume
2004-04-26,246.949997,248.149994,246.899994,247.070007,247.070007,0
2004-04-27,247.190002,247.660004,246.229996,246.919998,246.919998,0
2004-04-28,246.960007,247.050003,243.380005,243.380005,243.380005,0
2004-04-29,243.190002,243.429993,240.169998,241.250000,241.250000,0
2004-04-30,240.809998,240.809998,239.050003,239.050003,239.050003,0
2004-05-03,239.300003,240.490005,238.490005,240.389999,240.389999,0
2004-05-04,240.649994,241.740005,239.960007,241.339996,241.339996,0
2004-05-05,241.029999,242.669998,240.369995,242.389999,242.389999,0
2004-05-06,242.190002,242.190002,239.020004,239.199997,239.199997,0
2004-05-07,239.210007,239.669998,237.320007,239.350006,239.350006,0
2004-05-10,239.300003,239.300003,232.940002,232.990005,232.990005,0
2004-05-11,232.949997,235.529999,232.949997,235.529999,235.529999,0
2004-05-12,235.289993,235.589996,233.070007,233.130005,233.130005,0
2004-05-13,232.940002,235.550003,232.940002,235.529999,235.529999,0
2004-05-14,235.410004,235.410004,232.679993,234.039993,234.039993,0
2004-05-17,233.169998,233.169998,228.880005,230.600006,230.600006,0
2004-05-18,230.539993,232.619995,230.539993,232.289993,232.289993,0
2004-05-19,232.399994,236.520004,232.399994,236.149994,236.149994,0
2004-05-20,236.009995,236.009995,234.000000,234.669998,234.669998,0
2004-05-21,234.660004,235.770004,233.679993,234.490005,234.490005,0
2004-05-24,234.779999,237.210007,234.770004,235.729996,235.729996,0
2004-05-25,235.410004,235.410004,233.559998,234.419998,234.419998,0
2004-05-26,234.679993,237.220001,234.679993,236.509995,236.509995,0
2004-05-27,236.520004,238.509995,236.520004,237.720001,237.720001,0
2004-05-28,237.929993,238.660004,236.690002,236.929993,236.929993,0
2004-05-31,null,null,null,null,null,null
2004-06-01,237.369995,237.690002,235.410004,235.750000,235.750000,0
2004-06-02,235.830002,238.059998,235.830002,236.610001,236.610001,0
2004-06-03,236.529999,237.460007,235.309998,237.460007,237.460007,0
2004-06-04,237.589996,239.350006,237.279999,239.169998,239.169998,0
2004-06-07,239.139999,241.179993,239.139999,240.800003,240.800003,0
2004-06-08,241.080002,241.789993,240.630005,241.460007,241.460007,0
2004-06-09,241.770004,242.580002,241.399994,241.580002,241.580002,0
2004-06-10,241.750000,242.289993,241.210007,241.940002,241.940002,0
2004-06-11,242.479996,242.479996,241.300003,241.649994,241.649994,0
2004-06-14,241.679993,241.679993,237.830002,238.199997,238.199997,0
2004-06-15,238.309998,240.289993,237.990005,239.960007,239.960007,0
2004-06-16,240.190002,242.500000,240.149994,242.350006,242.350006,0
2004-06-17,242.360001,243.360001,242.029999,242.729996,242.729996,0
2004-06-18,242.720001,243.149994,241.830002,243.000000,243.000000,0
2004-06-21,242.919998,243.380005,242.119995,242.710007,242.710007,0
2004-06-22,242.500000,242.500000,239.759995,240.190002,240.190002,0
2004-06-23,239.830002,241.380005,239.830002,241.020004,241.020004,0
2004-06-24,241.059998,242.899994,241.059998,242.009995,242.009995,0
2004-06-25,242.259995,242.460007,241.289993,242.039993,242.039993,0
2004-06-28,242.089996,244.039993,241.600006,243.600006,243.600006,0
2004-06-29,243.389999,243.389999,241.839996,242.479996,242.479996,0
2004-06-30,242.619995,242.880005,240.860001,240.860001,240.860001,0
2004-07-01,241.339996,242.820007,239.960007,240.080002,240.080002,0
2004-07-02,240.110001,240.330002,238.029999,238.440002,238.440002,0
2004-07-05,238.509995,239.279999,238.300003,238.300003,238.300003,0
2004-07-06,238.289993,238.619995,236.429993,237.080002,237.080002,0
2004-07-07,236.960007,237.979996,236.470001,236.740005,236.740005,0
2004-07-08,236.630005,237.440002,235.029999,237.440002,237.440002,0
2004-07-09,237.110001,237.399994,235.509995,237.320007,237.320007,0
2004-07-12,237.410004,238.029999,236.110001,236.330002,236.330002,0
2004-07-13,236.580002,237.330002,236.050003,236.699997,236.699997,0
2004-07-14,236.369995,236.369995,234.139999,236.229996,236.229996,0
2004-07-15,236.199997,236.199997,233.800003,233.800003,233.800003,0
2004-07-16,233.910004,235.429993,233.660004,234.320007,234.320007,0
2004-07-19,234.339996,234.380005,233.139999,233.139999,233.139999,0
2004-07-20,232.550003,233.740005,231.300003,233.529999,233.529999,0
2004-07-21,234.130005,236.460007,234.130005,235.809998,235.809998,0
2004-07-22,235.419998,235.419998,232.199997,232.199997,232.199997,0
2004-07-23,232.580002,233.300003,232.199997,232.800003,232.800003,0
2004-07-26,232.779999,233.259995,230.550003,230.710007,230.710007,0
2004-07-27,230.830002,232.740005,230.830002,232.669998,232.669998,0
2004-07-28,233.020004,234.479996,232.850006,233.449997,233.449997,0
2004-07-29,233.589996,236.220001,233.589996,236.089996,236.089996,0
2004-07-30,236.130005,237.059998,234.940002,236.399994,236.399994,0
2004-08-02,236.440002,236.440002,235.169998,236.139999,236.139999,0
2004-08-03,236.300003,236.929993,235.919998,236.809998,236.809998,0
2004-08-04,236.690002,236.690002,233.940002,234.899994,234.899994,0
2004-08-05,235.160004,236.399994,235.160004,235.289993,235.289993,0
2004-08-06,234.880005,234.880005,229.970001,229.970001,229.970001,0
2004-08-09,229.869995,230.190002,227.119995,228.009995,228.009995,0
2004-08-10,227.889999,229.399994,227.779999,229.399994,229.399994,0
2004-08-11,229.570007,229.770004,226.410004,227.770004,227.770004,0
2004-08-12,227.970001,229.250000,226.600006,227.350006,227.350006,0
2004-08-13,227.199997,227.490005,225.970001,226.570007,226.570007,0
2004-08-16,226.250000,228.830002,225.179993,228.740005,228.740005,0
2004-08-17,228.529999,230.250000,228.050003,229.059998,229.059998,0
2004-08-18,228.889999,229.300003,227.529999,229.160004,229.160004,0
2004-08-19,228.990005,230.320007,228.990005,229.660004,229.660004,0
2004-08-20,229.490005,229.500000,228.369995,229.089996,229.089996,0
2004-08-23,229.320007,232.369995,229.320007,232.169998,232.169998,0
2004-08-24,232.220001,232.919998,231.589996,231.880005,231.880005,0
2004-08-25,232.389999,232.970001,231.759995,232.559998,232.559998,0
2004-08-26,232.789993,234.449997,232.789993,234.449997,234.449997,0
2004-08-27,234.529999,236.240005,234.470001,236.240005,236.240005,0
2004-08-30,236.169998,236.279999,235.630005,235.889999,235.889999,0
2004-08-31,235.460007,235.460007,233.559998,233.630005,233.630005,0
2004-09-01,233.669998,235.470001,233.669998,235.210007,235.210007,0
2004-09-02,235.089996,236.539993,234.389999,236.110001,236.110001,0
2004-09-03,236.020004,238.210007,235.529999,237.949997,237.949997,0
2004-09-06,237.940002,239.059998,237.940002,238.789993,238.789993,0
2004-09-07,239.000000,239.220001,238.190002,238.669998,238.669998,0
2004-09-08,238.800003,239.250000,238.279999,238.600006,238.600006,0
2004-09-09,238.139999,238.139999,236.279999,237.139999,237.139999,0
2004-09-10,236.860001,238.449997,236.860001,237.949997,237.949997,0
2004-09-13,238.410004,240.039993,238.410004,240.000000,240.000000,0
2004-09-14,239.910004,239.910004,238.720001,239.179993,239.179993,0
2004-09-15,239.130005,240.039993,238.449997,238.699997,238.699997,0
2004-09-16,238.750000,239.910004,238.750000,239.750000,239.750000,0
2004-09-17,239.559998,241.710007,239.100006,241.110001,241.110001,0
2004-09-20,241.100006,241.100006,239.369995,240.259995,240.259995,0
2004-09-21,240.050003,241.539993,239.899994,241.369995,241.369995,0
2004-09-22,241.169998,241.750000,239.889999,240.009995,240.009995,0
2004-09-23,239.830002,239.830002,237.729996,238.220001,238.220001,0
2004-09-24,238.210007,239.139999,237.619995,238.940002,238.940002,0
2004-09-27,239.110001,239.110001,237.020004,237.369995,237.369995,0
2004-09-28,237.389999,238.789993,236.759995,238.509995,238.509995,0
2004-09-29,238.429993,240.039993,238.429993,239.339996,239.339996,0
2004-09-30,239.240005,240.360001,237.690002,237.740005,237.740005,0
