,Date,PHIA,VOW3,INGA,CS,OR,DTE,BMW,KER,BAS,SAN,AI,VIV,ENEL,KNEBV,IBE,VNA,ENI,ALV,RI,SIE,AMS,SAN_MC,DG,ABI,SU,LIN,EL,ADYEN,FP,DPW,BNP,ENGI,AD,MUV2,CRH,ISP,ADS,BN,DAI,BAYN,SAF,DB1,SAP,ASML,AIR,MC
107,1995-08-23,5.843253,,2.568676,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8973230000000005,,7.395972,,3.224723,0.38259499999999996,,6.105041,,,,,,,,
108,1995-08-24,5.738641,,2.602248,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8973230000000005,,7.370203,,3.224723,,,6.105041,,,,,,,,
109,1995-08-25,5.693809,,2.619038,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.909242,,7.370203,,3.224723,0.370076,,6.003904,,,,,,,,
110,1995-08-28,5.5891980000000006,,2.571472,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.766221,,7.370203,,3.224723,0.3556,,5.875183,,,,,,,,
111,1995-08-29,5.604143,,2.549089,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7781379999999998,,7.318664999999999,,3.295082,0.344649,,5.888975,,,,,,,,
112,1995-08-30,5.708754,,2.557481,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8734870000000003,,7.318664999999999,,3.2833550000000002,0.340346,,5.9211540000000005,,,,,,,,
113,1995-08-31,5.619087,,2.557481,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.766221,,7.292892999999999,,3.2833550000000002,0.329391,,5.801629,,,,,,,,
114,1995-09-01,5.678865,,2.571472,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6827910000000004,,7.344433,,3.295082,0.340346,,5.801629,,,,,,,,
115,1995-09-04,5.7236970000000005,,2.588261,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.766221,,,,,0.340346,,5.865989,,,,,,,,
116,1995-09-05,5.768530999999999,,2.588261,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.790057,,7.447512,,3.295082,0.338389,,5.934947,,,,,,,,
117,1995-09-06,5.917975,,2.605051,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6708730000000003,,7.344433,,3.2833550000000002,0.344256,,5.76945,,,,,,,,
118,1995-09-07,5.962808,,2.5966549999999997,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.647036,,7.189813000000001,,3.2833550000000002,0.348559,,5.8246139999999995,,,,,,,,
119,1995-09-08,5.873142,,2.593859,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.635118,,7.318664999999999,,3.2833550000000002,0.343084,,5.8521980000000005,,,,,,,,
120,1995-09-11,5.888086,,2.605051,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.658954,,7.370203,,3.2833550000000002,0.334475,,5.87978,,,,,,,,
121,1995-09-12,5.947862000000001,,2.5966549999999997,1.14616,,,,,,,,,,,,,,,,,,,,,,,,,,,3.766221,,7.458881,,3.2833550000000002,0.33565,,5.875183,,,,,,,,
122,1995-09-13,6.082365,,2.605051,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.837731,,7.458881,,3.2833550000000002,0.342692,,5.934947,,,,,,,,
123,1995-09-14,6.037529,,2.613443,1.174116,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8138949999999996,,7.432981,,3.2833550000000002,0.336432,,5.916556,,,,,,,,
