,Date,Entreprises,NUMBER_EMPLOYEES_CSR,AUDIT_COMMITTEE_MEETINGS,SAY_PAY_SUPPORT_LEVEL,TOT_OTHER_COMP_AW_TO_CEO_&_EQUIV,TOTAL_EXEC_PAY_AS_PCT_OPEX,TOT_SALARIES_PAID_TO_CEO_&_EQUIV,TOT_SALARIES_&_BNS_PD_TO_EXECS,TOT_N_EQTY_INCENT_GIVEN_TO_EXECS,SAY_PAY_NUMBER_OF_VOTES_FOR,TOT_EXEC_PAY_AS_PCT_SG&A_NET_R&D,TOT_OPTION_AWARDS_GIVEN_TO_EXECS,TOT_EXEC_PAY_AS_PCT_TOT_PSNL_EXP,TOT_N_EQT_INCENT_GVN_TO_CEO_&_EQ,PCT_BOD_COMP_PD_IN_STK_AWD,NUM_EXECUTIVE_CHANGES,AVERAGE_BOD_TOTAL_COMPENSATION,ESG_DISCLOSURE_SCORE,CFO_TENURE_AS_OF_FY_END,CHG_OF_CTRL_BFIT_GOLD_CHUTE_AGR,CLAWBACK_PROVISION_FOR_EXEC_COMP,GENDER_PAY_GAP_BREAKOUT,BLANK_CHECK_PREFERRED_AUTHORIZED,Unnamed: 24
154,2009-12-31,BAS GR Equity,104779.0,5.0,,,0.184,1100000.0,12004000.0,,,0.211,,0.29,,,0.0,88835.714,61.9835,6.667,1.0,0.0,,,
155,2010-12-31,BAS GR Equity,109140.0,5.0,,,0.256,1100000.0,19703000.0,,,0.294,384000.0,0.359,,,0.0,216346.154,64.0496,7.667,1.0,0.0,,,
156,2011-12-31,BAS GR Equity,111141.0,5.0,,,0.267,1467000.0,21971000.0,,,0.305,4981000.0,0.395,,,7.0,243541.667,65.7025,0.667,1.0,0.0,,,
157,2012-12-31,BAS GR Equity,113262.0,5.0,,,0.234,1200000.0,20441000.0,,,0.27,3980000.0,0.34,,,2.0,243541.667,63.6364,1.667,1.0,0.0,,,
158,2013-12-31,BAS GR Equity,112206.0,5.0,,,0.274,1200000.0,18587000.0,,,0.32,5458000.0,0.379,,,0.0,243541.667,64.876,2.667,1.0,0.0,,,
159,2014-12-31,BAS GR Equity,113292.0,5.0,,,0.288,1300000.0,18698000.0,,,0.339,5458000.0,0.396,,,1.0,200033.333,63.2231,3.667,1.0,0.0,0.0,,
160,2015-12-31,BAS GR Equity,112435.0,5.0,,215000.0,0.227,1300000.0,18739000.0,,,0.263,5458000.0,0.324,,,3.0,245233.333,62.3967,4.667,1.0,0.0,0.0,,
161,2016-12-31,BAS GR Equity,113830.0,5.0,,68000.0,0.224,1300000.0,18177000.0,,,0.26,5458000.0,0.296,,,0.0,225961.538,62.3967,5.667,1.0,0.0,0.0,,
162,2017-12-31,BAS GR Equity,115490.0,5.0,79.57,84000.0,0.294,1600000.0,22299000.0,,370.989,0.34,5458000.0,0.379,,,4.0,256092.308,66.9421,6.667,1.0,0.0,1.0,,
163,2018-12-31,BAS GR Equity,122404.0,5.0,79.57,182000.0,0.315,1973000.0,13941000.0,,370.989,0.371,5458000.0,0.388,,,2.0,238307.143,65.7025,7.667,1.0,1.0,1.0,,
164,2019-12-31,BAS GR Equity,117628.0,5.0,79.57,60000.0,0.236,1600000.0,13328000.0,,370.989,0.279,5458000.0,0.303,,,0.0,239014.286,63.2231,8.667,1.0,1.0,1.0,,
165,2005-12-31,MC FP Equity,66029.0,,,,,,,,,,,,,,,,20.5742,,,,,,
166,2006-12-31,MC FP Equity,69612.0,,,,,,,,,,,,,,,,28.7081,,,,,,
167,2007-12-31,MC FP Equity,78228.0,,,,0.18,1702011.0,14265736.0,,,0.18,,0.47,,,0.0,88994.94,42.1053,,,,,,
168,2008-12-31,MC FP Equity,81640.0,,,,0.19,1679396.0,15532171.0,,,0.19,,0.47,,,0.0,72949.41,39.7129,,,,,,
169,2009-12-31,MC FP Equity,83043.0,,,,0.17,1704672.0,17514780.0,,,0.17,,0.42,,,0.0,111263.81,45.4545,,,,,,
170,2010-12-31,MC FP Equity,83542.0,4.0,,,0.14,1728399.0,17546784.0,,,0.14,,0.35,,,0.0,101377.38,46.4115,,0.0,0.0,,,
171,2011-12-31,MC FP Equity,97559.0,4.0,,,0.14,1713101.0,21188463.0,,,0.14,,0.35,,,1.0,63517.5,52.6316,,0.0,0.0,,,
172,2012-12-31,MC FP Equity,106348.0,4.0,,,0.1,1191563.0,14566559.0,,,0.1,,0.25,,,0.0,55548.93,55.0239,,0.0,0.0,,,
173,2013-12-31,MC FP Equity,114635.0,4.0,,,0.09,1519018.0,19572549.0,,,0.09,,0.23,,,1.0,829476.29,55.0239,,0.0,0.0,,,
174,2014-12-31,MC FP Equity,121289.0,5.0,,,0.09,1069126.0,9408844.0,,,0.09,,0.24,,,0.0,731086.33,55.9809,,0.0,0.0,0.0,,
175,2015-12-31,MC FP Equity,125346.0,4.0,,0.0,0.1,1145326.0,14463602.0,,,0.1,,0.26,,,2.0,610718.71,57.4163,,0.0,0.0,0.0,,
176,2016-12-31,MC FP Equity,134476.0,4.0,,0.0,0.06,1151629.0,8908431.0,,,0.06,,0.15,,,0.0,494064.41,57.8947,,0.0,0.0,0.0,,
177,2017-12-31,MC FP Equity,145247.0,4.0,82.574,37807.0,0.05,1139947.0,8896749.0,,498.492,0.05,,0.14,,0.0,0.0,515177.53,57.4163,,0.0,0.0,0.0,,
178,2018-12-31,MC FP Equity,156088.0,4.0,84.109,41359.0,0.09,1119382.0,15296229.0,,515.7090000000001,0.09,,0.22,,0.0,0.0,357924.53,59.8086,,0.0,0.0,0.0,,
179,2019-12-31,MC FP Equity,163309.0,4.0,82.89299999999999,41694.0,0.08,1138307.0,15530995.0,,524.368,0.08,,0.21,,0.0,0.0,66404.13,61.244,,0.0,0.0,0.0,,
180,2005-12-31,OR FP Equity,51403.0,,,,,,,,,,,,,,,,22.7273,,,,,,
181,2006-12-31,OR FP Equity,60851.0,,,,,,,,,,,,,,,,26.4463,,,,,,
182,2007-12-31,OR FP Equity,63358.0,3.0,,,0.113,2000000.0,7500000.0,,,0.12,,0.316,,,0.0,67500.0,44.2149,,,,,,
183,2008-12-31,OR FP Equity,67662.0,4.0,,,0.066,2100000.0,4085450.0,,,0.07,,0.182,,,0.0,74642.857,47.5207,,,,,,
184,2009-12-31,OR FP Equity,64643.0,4.0,,,0.091,2100000.0,6424664.0,,,0.09699999999999999,,0.261,,,0.0,76538.462,50.4132,,,,,,
185,2010-12-31,OR FP Equity,66619.0,5.0,,,0.06,2100000.0,4677996.0,,,0.064,,0.171,,,0.0,72142.857,49.5868,,0.0,0.0,,,
186,2011-12-31,OR FP Equity,68886.0,4.0,,,0.051,2100000.0,3990631.0,,,0.055,,0.145,,,1.0,76653.84599999999,53.71899999999999,,0.0,0.0,,,
187,2012-12-31,OR FP Equity,72637.0,4.0,,,0.042,2100000.0,3885000.0,,,0.045,,0.115,,,0.0,66812.5,56.6116,,0.0,0.0,,,
188,2013-12-31,OR FP Equity,77452.0,4.0,,,0.043,2100000.0,3885000.0,,,0.046,,0.12,,,0.0,72916.667,50.0,,0.0,0.0,,,
189,2014-12-31,OR FP Equity,78611.0,4.0,,,0.043,2100000.0,3937500.0,,,0.046,,0.116,,,0.0,69380.188,49.5868,,0.0,0.0,0.0,,
190,2015-12-31,OR FP Equity,80867.0,4.0,96.14399999999999,,0.034,2200000.0,3960000.0,,429.494,0.036,,0.08800000000000001,,,0.0,77813.333,59.9174,,0.0,0.0,0.0,,
191,2016-12-31,OR FP Equity,89135.0,4.0,95.234,,0.032,2200000.0,3982000.0,,428.973,0.034,,0.085,,,0.0,73315.625,62.8099,,0.0,0.0,0.0,,
192,2017-12-31,OR FP Equity,82572.0,4.0,95.805,0.0,0.033,2200000.0,4192100.0,,427.845,0.036,,0.087,,0.0,0.0,81956.25,59.0909,,0.0,0.0,0.0,,
193,2018-12-31,OR FP Equity,85000.0,4.0,94.79,0.0,0.034,2200000.0,4238732.0,,421.24,0.036,,0.08900000000000001,,0.0,0.0,77682.05900000001,61.5702,,0.0,0.0,0.0,,
194,2019-12-31,OR FP Equity,87907.0,4.0,94.413,0.0,0.029,2200000.0,4245998.0,,437.585,0.031,,0.078,,0.0,0.0,83843.125,61.157,,0.0,0.0,1.0,,
195,2005-12-31,MUV2 GR Equity,,,,,,,,,,,,,,,,,,,,,,,
196,2006-12-31,MUV2 GR Equity,37210.0,,,,,,,,,,,,,,,,25.0,,,,,,
197,2007-12-31,MUV2 GR Equity,37832.0,,,,0.7490000000000001,864000.0,12260672.0,,,,,,,,3.0,101000.0,43.4211,8.0,,,,,
198,2008-12-31,MUV2 GR Equity,44209.0,,,,0.448,885000.0,6446884.0,,,,,,,,0.0,66307.692,46.9298,9.0,,,,,
199,2009-12-31,MUV2 GR Equity,47249.0,,,,0.369,910000.0,11215153.0,,,,,,,,1.0,68977.168,54.386,10.0,,,,,
200,2010-12-31,MUV2 GR Equity,46915.0,5.0,,,0.205,1092000.0,11199530.0,,,,,,,,0.0,85777.778,53.0702,11.0,,,,0.0,
201,2011-12-31,MUV2 GR Equity,47206.0,7.0,,,0.202,1140000.0,9467497.0,,,,,,,,0.0,77253.424,54.8246,12.0,0.0,0.0,,0.0,
202,2012-12-31,MUV2 GR Equity,45437.0,6.0,95.413,,0.215,1200000.0,12940950.0,,52.669,,,,,,0.0,111200.0,58.7719,13.0,0.0,0.0,,0.0,
203,2013-12-31,MUV2 GR Equity,44665.0,9.0,92.434,,0.426,1200000.0,11406647.0,,67.8,,,,,,2.0,116026.987,59.2105,14.0,0.0,0.0,,0.0,
204,2014-12-31,MUV2 GR Equity,43316.0,6.0,90.191,,0.363,1230000.0,10992248.0,,67.278,,,,,,3.0,93857.14300000001,61.8421,15.0,0.0,0.0,0.0,0.0,
205,2015-12-31,MUV2 GR Equity,43554.0,6.0,84.75299999999999,33564.0,0.398,1230000.0,11236506.0,,43.902,,,,,,1.0,128200.0,61.4035,16.0,0.0,0.0,0.0,0.0,
206,2016-12-31,MUV2 GR Equity,43428.0,6.0,34.294,35783.0,0.343,1260000.0,12691559.0,,20.684,,,,,,0.0,121916.667,53.9474,17.0,0.0,0.0,0.0,0.0,
207,2017-12-31,MUV2 GR Equity,42410.0,6.0,92.029,139918.0,0.468,1465000.0,11836875.0,,59.86199999999999,,,,,,4.0,121428.571,53.9474,18.0,1.0,1.0,0.0,0.0,
208,2018-12-31,MUV2 GR Equity,41410.0,9.0,92.029,39201.0,0.584,2225000.0,15085000.0,,59.86199999999999,,,,,,1.0,124500.0,60.9649,19.0,1.0,1.0,0.0,0.0,
209,2019-12-31,MUV2 GR Equity,39662.0,6.0,92.029,40963.0,0.416,2225000.0,16093582.0,,59.86199999999999,,,,,,2.0,108803.5,60.9649,1.0,1.0,1.0,0.0,0.0,
210,2005-12-31,ALV GR Equity,,,,,,,,,,,,,,,,,,,,,,,
211,2006-12-31,ALV GR Equity,172065.0,5.0,,,,,,,,,,,,,,,35.5263,,,,,,
212,2007-12-31,ALV GR Equity,181207.0,6.0,,,0.617,1050000.0,22555000.0,,,,3724000.0,,,,1.0,122946.538,41.2281,1.25,,,,,
213,2008-12-31,ALV GR Equity,182865.0,5.0,,,1.176,1200000.0,15485000.0,,,,2932000.0,,,,1.0,90000.0,46.4912,2.25,,,,,
214,2009-12-31,ALV GR Equity,136963.0,6.0,,,1.607,1200000.0,19978000.0,,,,3666000.0,,,,4.0,121663.636,51.3158,0.333,,,,,
215,2010-12-31,ALV GR Equity,151338.0,5.0,,,1.544,1200000.0,15976000.0,,,,3666000.0,,,,2.0,121916.667,53.5088,1.333,,,,,
216,2011-12-31,ALV GR Equity,141938.0,5.0,,,1.309,1200000.0,14141000.0,,,,3666000.0,,,,5.0,173472.727,57.4561,2.333,0.0,0.0,,,
217,2012-12-31,ALV GR Equity,144094.0,5.0,,,1.586,1280000.0,19041000.0,,,,3666000.0,,,,6.0,122758.824,57.0175,3.333,0.0,0.0,,,
218,2013-12-31,ALV GR Equity,142743.0,5.0,,,1.735,1280000.0,19391000.0,,,,430000.0,,,,2.0,168141.667,57.0175,1.0,0.0,0.0,,,
219,2014-12-31,ALV GR Equity,147425.0,5.0,,,1.043,1280000.0,19387000.0,,,,430000.0,,,,1.0,156561.538,59.6491,2.0,1.0,1.0,0.0,,
220,2015-12-31,ALV GR Equity,142459.0,5.0,,27000.0,0.889,1441000.0,16003000.0,,,,430000.0,,,,7.0,155415.385,58.3333,3.0,1.0,1.0,0.0,,
221,2016-12-31,ALV GR Equity,140253.0,7.0,,30000.0,0.8370000000000001,1125000.0,14252000.0,,,,430000.0,,,,3.0,144621.429,57.0175,4.0,1.0,1.0,0.0,,
222,2017-12-31,ALV GR Equity,140553.0,5.0,,32000.0,0.7829999999999999,1125000.0,14250000.0,,,,430000.0,,,0.0,3.0,136187.5,57.0175,5.0,1.0,1.0,0.0,,
223,2018-12-31,ALV GR Equity,142460.0,5.0,,17000.0,0.8370000000000001,1313000.0,15754000.0,,,,430000.0,,,0.0,3.0,191714.286,59.2105,1.0,1.0,1.0,0.0,,
224,2019-12-31,ALV GR Equity,147268.0,5.0,,20000.0,0.973,1706000.0,19220000.0,,,,430000.0,,,0.0,1.0,223750.0,60.5263,2.0,1.0,1.0,1.0,,
225,2005-12-31,SAN FP Equity,97181.0,8.0,,,,,,,,,,,,,,,43.8017,,,,,,
226,2006-12-31,SAN FP Equity,100289.0,7.0,,,,,,,,,,,,,,,50.0,,,,,,
227,2007-12-31,SAN FP Equity,99495.0,7.0,,,0.0235,1355036.0,2660182.0,,,0.0332,,0.0527,,,1.0,414770.8125,53.71899999999999,,,,,,
228,2008-12-31,SAN FP Equity,98213.0,7.0,,,0.0219,100000.0,2310000.0,,,0.031,,0.0503,,,1.0,383577.6667,54.1322,,,,,,
229,2009-12-31,SAN FP Equity,104867.0,8.0,,0.0,0.0462,1200000.0,3475000.0,0.0,,0.0628,1237500.0,0.1103,0.0,,0.0,358099.7333,56.6116,,,,,,
230,2010-12-31,SAN FP Equity,101575.0,7.0,,0.0,0.0291,1200000.0,4039748.0,0.0,,0.0386,2499750.0,0.0728,0.0,0.0,0.0,367593.8536,57.0248,,0.0,0.0,,,
231,2011-12-31,SAN FP Equity,113719.0,7.0,,0.0,0.0323,1200000.0,4300000.0,0.0,,0.0435,0.0,0.07200000000000001,0.0,0.0,1.0,388598.3077,60.7438,,0.0,0.0,,,
232,2012-12-31,SAN FP Equity,111974.0,8.0,,0.0,0.0239,1250000.0,3530000.0,0.0,,0.0323,0.0,0.0547,0.0,0.0,0.0,375961.3571,59.0909,,0.0,0.0,,,
233,2013-12-31,SAN FP Equity,112128.0,8.0,,3976.0,0.0262,1260000.0,3528000.0,0.0,,0.0357,0.0,0.0576,0.0,0.0,0.0,379298.8571,58.6777,,0.0,0.0,,,
234,2014-12-31,SAN FP Equity,113496.0,6.0,,3424.0,0.0287,1740870.0,3441870.0,0.0,,0.0405,0.0,0.0557,0.0,0.0,2.0,360174.9375,62.8099,,0.0,0.0,,,
235,2015-12-31,SAN FP Equity,115631.0,6.0,,2008351.0,0.0217,1595455.0,1595455.0,0.0,,0.0299,0.0,0.046,0.0,0.0,2.0,385324.9286,59.9174,,0.0,0.0,0.0,,
236,2016-12-31,SAN FP Equity,113816.0,7.0,,2000313.0,0.0291,1200000.0,2691300.0,0.0,,0.04099999999999999,0.0,0.0601,0.0,0.0,0.0,147240.0,61.9835,,0.0,0.0,0.0,,
237,2017-12-31,SAN FP Equity,106566.0,7.0,88.794,318.0,0.0187,1200000.0,3154800.0,0.0,829.447,0.0263,0.0,0.0393,0.0,0.0,0.0,101089.2857,60.7438,,0.0,0.0,0.0,,
238,2018-12-31,SAN FP Equity,104226.0,6.0,86.6,322.0,0.0176,1200000.0,2992800.0,0.0,827.3510000000001,0.025,0.0,0.0393,0.0,0.0,0.0,108600.0,62.8099,,0.0,0.0,1.0,,
239,2019-12-31,SAN FP Equity,100409.0,6.0,91.552,77722.0,0.0152,1233333.0,3089133.0,0.0,853.823,0.0204,0.0,0.0388,0.0,0.0,2.0,122833.3333,59.5041,,0.0,0.0,1.0,,
240,2005-12-31,SU FP Equity,88670.0,4.0,,,,,,,,,,,,,,,29.7521,,,,,,
241,2006-12-31,SU FP Equity,105000.0,4.0,,,,,,,,,,,,,,,39.2562,,,,,,
242,2007-12-31,SU FP Equity,119340.0,4.0,,,0.0767,700000.0,2528991.0,,,0.0844,,0.0759,,,0.0,48970.8333,39.2562,,,,,,
243,2008-12-31,SU FP Equity,126481.0,4.0,,,0.0857,765000.0,2807527.0,,,0.0935,,0.0845,,,0.0,52273.0769,41.7355,,,,,,
244,2009-12-31,SU FP Equity,104853.0,4.0,,,0.0795,765000.0,2543789.0,,,0.087,,0.0845,,,2.0,57420.8333,55.7851,0.5,,,,,
245,2010-12-31,SU FP Equity,118819.0,5.0,,,0.0744,850000.0,2813500.0,,,0.0817,,0.0794,,,0.0,57420.8333,65.2893,0.5,,,,,
246,2011-12-31,SU FP Equity,140489.0,6.0,,,0.0896,900000.0,3578450.0,,,0.104,,0.0918,,,0.0,52500.0,69.0083,0.5,0.0,0.0,,,
247,2012-12-31,SU FP Equity,152384.0,5.0,,,0.0648,900000.0,3114050.0,,,0.0743,,0.067,,,0.0,53736.6667,59.5041,0.5,0.0,0.0,,,
248,2013-12-31,SU FP Equity,163033.0,8.0,,,0.085,934028.0,3658428.0,,,0.1056,,0.0805,,,1.0,82857.1429,62.3967,0.75,1.0,0.0,,,
249,2014-12-31,SU FP Equity,185965.0,5.0,,0.0,0.0744,950000.0,3638272.0,,,0.0867,,0.0774,,2.306,0.0,84501.0,59.9174,1.75,1.0,0.0,,,
250,2015-12-31,SU FP Equity,181361.0,5.0,,0.0,0.103,950000.0,7052000.0,,,0.1174,,0.1133,,2.306,0.0,133213.6875,59.0909,2.75,1.0,0.0,0.0,,
251,2016-12-31,SU FP Equity,161768.0,5.0,91.876,2829694.0,0.1508,950000.0,3935960.0,,359.203,0.186,,0.1537,,2.306,0.0,136151.8235,61.9835,3.75,1.0,0.0,0.0,,
252,2017-12-31,SU FP Equity,153124.0,5.0,88.676,13089.0,0.1777,950000.0,4359160.0,,365.436,0.2188,,0.1798,,2.306,0.0,120017.0,61.9835,4.75,1.0,0.0,0.0,,
253,2018-12-31,SU FP Equity,152058.0,5.0,86.522,3289026.0,0.1596,1000000.0,3726493.5979,,333.086,0.1984,,0.1689,,2.306,0.0,124751.5625,63.2231,5.75,1.0,0.0,1.0,,
254,2019-12-31,SU FP Equity,146406.0,5.0,89.238,5501056.0,0.1992,1000000.0,4295580.0,,360.83,0.2449,,0.1993,,2.306,0.0,121017.6429,59.0909,6.75,1.0,0.0,1.0,,
255,2005-12-31,PHIA NA Equity,,,,,,,,,,,,,,,,,,,,,,,
256,2006-12-31,PHIA NA Equity,,,,,,,,,,,,,,,,,,,,,,,
257,2007-12-31,PHIA NA Equity,123801.0,10.0,,,,1087500.0,7153617.0,,,,,,,,1.0,,,2.5833,,,,,
258,2008-12-31,PHIA NA Equity,121398.0,9.0,,324346.0,,1100000.0,5848904.0,,,,1802470.0,,,,2.0,77386.3636,37.6033,3.5833,,,,,
259,2009-12-31,PHIA NA Equity,115924.0,4.0,,329117.0,,1100000.0,5160720.0,,,,1637948.0,,,,0.0,72318.1818,49.5868,4.5833,,,,,
260,2010-12-31,PHIA NA Equity,119001.0,5.0,,321778.0,,1100000.0,7173549.0,0.0,,,1500079.0,,0.0,0.0,2.0,86333.3333,55.7851,5.5833,,,,,
261,2011-12-31,PHIA NA Equity,121888.0,5.0,,145388.0,,1100000.0,4455495.0,0.0,,,1839376.0,,0.0,0.0,7.0,88250.0,64.876,0.8333,0.0,1.0,,1.0,
262,2012-12-31,PHIA NA Equity,118087.0,5.0,,47154.0,0.1089,1100000.0,5070993.0,0.0,,0.1383,346285.0,0.1403,0.0,0.0,1.0,88833.3333,64.4628,1.8333,0.0,1.0,,1.0,
263,2013-12-31,PHIA NA Equity,116681.0,4.0,,75906.0,0.1909,1100000.0,4515978.0,0.0,,0.2442,1121522.0,0.2497,0.0,0.0,3.0,93375.0,50.8264,2.8333,0.0,1.0,,1.0,
264,2014-12-31,PHIA NA Equity,113678.0,4.0,,86554.0,0.083,1137500.0,2389030.0,0.0,,0.1051,170258.0,0.1063,0.0,0.0,0.0,90740.8889,53.71899999999999,2.8333,1.0,1.0,0.0,1.0,
265,2015-12-31,PHIA NA Equity,112959.0,5.0,,78035.0,0.1,1168750.0,2993282.0,0.0,,0.1308,29758.0,0.1179,0.0,0.0,0.0,122875.0,54.5455,2.8333,1.0,1.0,0.0,1.0,
266,2016-12-31,PHIA NA Equity,114731.0,6.0,,126703.0,0.1518,1197500.0,5064044.0,0.0,,0.2044,29758.0,0.186,0.0,0.0,1.0,135904.8571,53.71899999999999,1.0833,1.0,1.0,0.0,1.0,
267,2017-12-31,PHIA NA Equity,73951.0,5.0,,84053.0,0.1259,1205000.0,3876893.0,0.0,,0.1699,29758.0,0.1474,0.0,0.0,0.0,135785.7143,57.0248,2.0833,1.0,1.0,0.0,1.0,
268,2018-12-31,PHIA NA Equity,77400.0,5.0,,39042.0,0.168,1205000.0,5668897.0,923214.0,,0.2252,29758.0,0.1996,537181.0,0.0,0.0,120930.5556,59.0909,3.0833,1.0,1.0,0.0,1.0,
269,2019-12-31,PHIA NA Equity,80495.0,5.0,,52713.0,0.1473,1295000.0,5541283.0,960076.0,,0.1978,29758.0,0.1725,559052.0,0.0,0.0,150761.8571,58.6777,4.0833,1.0,1.0,0.0,1.0,
270,2005-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
271,2006-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
272,2007-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
273,2008-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
274,2009-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
275,2010-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
276,2011-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
277,2012-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
278,2013-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
279,2014-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
280,2015-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
281,2016-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,,,,,,,
282,2017-12-31,LIN GR Equity,,,,,,,,,,,,,,,,,7.8512,,0.0,0.0,,,
283,2018-12-31,LIN GR Equity,80820.0,1.0,91.587,41643858.583,,1170565.643,10907131.087,7917402.619,376.289,,6525324.006,,3078080.432,,4.0,,55.7851,,1.0,1.0,,1.0,
284,2019-12-31,LIN GR Equity,79886.0,9.0,90.37799999999999,320166.054,,1358701.179,10029465.569,6746081.927999999,372.815,,7781397.266,,3329158.405,40.056,1.0,330051.851,57.8512,,1.0,1.0,1.0,1.0,
285,2005-12-31,DAI GR Equity,,,,,,,,,,,,,,,,,,,,,,,
286,2006-12-31,DAI GR Equity,360385.0,8.0,,,,,,,,,,,,,,,51.2397,,,,,0.0,
287,2007-12-31,DAI GR Equity,272382.0,8.0,,,0.204,1500000.0,19017000.0,,,0.251,,0.169,,,5.0,103653.25,57.0248,3.083,,,,0.0,
288,2008-12-31,DAI GR Equity,273216.0,6.0,,,0.14,1530000.0,6317890.0,,,0.174,,0.144,,,1.0,127726.381,61.9835,4.083,,,,0.0,
289,2009-12-31,DAI GR Equity,256407.0,7.0,,,0.099,1530000.0,5282000.0,,,0.14,,0.101,,,2.0,123738.19,65.2893,5.083,,,,0.0,
290,2010-12-31,DAI GR Equity,260100.0,7.0,,,0.201,1530000.0,17831000.0,,,0.285,,0.201,,,1.0,127341.571,67.3554,6.082999999999999,,,,0.0,
291,2011-12-31,DAI GR Equity,271370.0,7.0,,,0.214,2008000.0,19282000.0,,,0.31,,0.224,,,1.0,141199.714,72.314,7.082999999999999,0.0,0.0,,0.0,
292,2012-12-31,DAI GR Equity,275087.0,6.0,,,0.185,2008000.0,15834000.0,,,0.264,,0.195,,,1.0,141562.571,66.5289,8.083,0.0,0.0,,0.0,
293,2013-12-31,DAI GR Equity,274616.0,6.0,,,0.213,2008000.0,13882000.0,,,0.301,,0.214,,,2.0,119093.36,66.5289,9.083,0.0,0.0,,0.0,
294,2014-12-31,DAI GR Equity,279972.0,6.0,,,0.184,2008000.0,13412000.0,,,0.255,,0.193,,,2.0,148454.792,63.2231,10.083,0.0,0.0,0.0,0.0,
295,2015-12-31,DAI GR Equity,284015.0,6.0,,148000.0,0.173,2008000.0,11500000.0,,,0.253,,0.172,,,1.0,167547.19,58.6777,11.083,0.0,0.0,0.0,0.0,
296,2016-12-31,DAI GR Equity,282488.0,6.0,,618000.0,0.153,2008000.0,15335000.0,,,0.233,,0.161,,,2.0,168007.952,58.6777,12.083,0.0,0.0,0.0,0.0,
297,2017-12-31,DAI GR Equity,290000.0,6.0,,167000.0,0.14,2008000.0,15566000.0,,,0.222,,0.15,,0.0,4.0,200399.896,57.8512,13.083,0.0,0.0,0.0,0.0,
298,2018-12-31,DAI GR Equity,298000.0,6.0,97.868,195000.0,0.142,2048000.0,16012000.0,,549.9540000000001,0.222,,0.159,,0.0,0.0,183520.957,57.8512,14.083,0.0,0.0,0.0,0.0,
299,2019-12-31,DAI GR Equity,298655.0,6.0,97.868,155000.0,0.129,2144000.0,15659000.0,,549.9540000000001,0.197,,0.158,,0.0,5.0,232100.8,57.8512,0.667,0.0,0.0,0.0,0.0,
300,2005-12-31,INGA NA Equity,,,,,,,,,,,,,,,,,,,,,,,
301,2006-12-31,INGA NA Equity,119801.0,,,,,,,,,,,,,,,,,,,,,,
302,2007-12-31,INGA NA Equity,124634.0,,,,0.031,1923000.0,14527000.0,,,,,0.2411,,,2.0,51769.2308,,1.9167,,,,,
303,2008-12-31,INGA NA Equity,124661.0,5.0,,,0.014,2018000.0,6173000.0,,,,,0.1036,,,0.0,65733.3333,49.1228,2.9167,,,,,
304,2009-12-31,INGA NA Equity,107173.0,7.0,,,0.0273,1572000.0,3926000.0,,,,,0.0571,,,6.0,66352.9412,51.7544,0.75,,,,,
305,2010-12-31,INGA NA Equity,107106.0,5.0,,,0.0273,1353000.0,3821000.0,,,,,0.0571,,,0.0,72142.8571,56.1404,1.75,,,,,
306,2011-12-31,INGA NA Equity,104419.0,5.0,,,0.0273,1353000.0,2666000.0,,,,,0.0571,,,1.0,68916.6667,57.8947,2.75,0.0,1.0,,,
307,2012-12-31,INGA NA Equity,84718.0,5.0,,,0.0273,1353000.0,2572000.0,,,,,0.0571,,,1.0,67166.6667,49.1228,3.75,0.0,1.0,,,
308,2013-12-31,INGA NA Equity,55194.0,5.0,,29000.0,0.0463,1809000.0,3309000.0,,,,,0.0831,,,2.0,61533.3333,53.0702,4.75,0.0,1.0,,,
309,2014-12-31,INGA NA Equity,55192.0,5.0,98.82700000000001,45000.0,0.0472,1270000.0,2814000.0,,3805.24,,,0.0837,,,0.0,86571.4286,51.7544,5.75,0.0,1.0,,,
310,2015-12-31,INGA NA Equity,54873.0,5.0,99.53,473000.0,0.0706,1630000.0,4625000.0,,3845.66,,,0.1323,,,0.0,93857.1429,53.0702,6.75,0.0,1.0,0.0,,
311,2016-12-31,INGA NA Equity,54737.0,6.0,99.53,553000.0,0.0649,1663000.0,4821000.0,,3845.66,,,0.1367,,,0.0,120875.0,54.386,7.75,0.0,1.0,0.0,,
312,2017-12-31,INGA NA Equity,54302.0,5.0,99.53,624000.0,0.0767,1713000.0,4964000.0,,3845.66,,,0.145,,0.0,4.0,108375.0,55.7018,0.6667,0.0,1.0,0.0,,
