,Date,Entreprises,NUMBER_EMPLOYEES_CSR,AUDIT_COMMITTEE_MEETINGS,SAY_PAY_SUPPORT_LEVEL,TOT_OTHER_COMP_AW_TO_CEO_&_EQUIV,TOTAL_EXEC_PAY_AS_PCT_OPEX,TOT_SALARIES_PAID_TO_CEO_&_EQUIV,TOT_SALARIES_&_BNS_PD_TO_EXECS,TOT_N_EQTY_INCENT_GIVEN_TO_EXECS,SAY_PAY_NUMBER_OF_VOTES_FOR,TOT_EXEC_PAY_AS_PCT_SG&A_NET_R&D,TOT_OPTION_AWARDS_GIVEN_TO_EXECS,TOT_EXEC_PAY_AS_PCT_TOT_PSNL_EXP,TOT_N_EQT_INCENT_GVN_TO_CEO_&_EQ,PCT_BOD_COMP_PD_IN_STK_AWD,NUM_EXECUTIVE_CHANGES,AVERAGE_BOD_TOTAL_COMPENSATION,ESG_DISCLOSURE_SCORE,CFO_TENURE_AS_OF_FY_END,CHG_OF_CTRL_BFIT_GOLD_CHUTE_AGR,CLAWBACK_PROVISION_FOR_EXEC_COMP,GENDER_PAY_GAP_BREAKOUT,BLANK_CHECK_PREFERRED_AUTHORIZED,Unnamed: 24
671,2016-12-31,ADS GR Equity,60617.0,5.0,89.505,45717.0,0.259,2033333.0,9040909.0,,115.801,0.264,,0.845,,,2.0,73740.556,40.9091,12.0,0.0,0.0,0.0,,
672,2017-12-31,ADS GR Equity,56888.0,6.0,70.184,452.0,0.263,2000000.0,10415136.0,,100.084,0.269,,0.905,,0.0,4.0,118250.0,44.2149,0.667,0.0,0.0,1.0,,
673,2018-12-31,ADS GR Equity,57016.0,6.0,70.184,19314.0,0.263,2000000.0,10254300.0,,100.084,0.267,,0.971,,0.0,0.0,137000.0,43.3884,1.667,0.0,0.0,1.0,,
674,2019-12-31,ADS GR Equity,59533.0,5.0,70.184,26417.0,0.233,2000000.0,10162987.0,,100.084,0.236,,0.841,,0.0,3.0,94680.0,42.1488,2.667,0.0,0.0,1.0,,
675,2005-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
676,2006-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
677,2007-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
678,2008-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
679,2009-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
680,2010-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
681,2011-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
682,2012-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
683,2013-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
684,2014-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
685,2015-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
686,2016-12-31,ADYEN NA Equity,,,,,,,,,,,,,,,,,,,,,,,
687,2017-12-31,ADYEN NA Equity,,,,,2.267,427195.0,2244127.0,,,2.267,,4.461,,7.578,1.0,50482.0,,6.583,,,,,
688,2018-12-31,ADYEN NA Equity,873.0,4.0,,,1.627,512305.0,2392865.0,,,1.627,,3.425,,7.578,0.0,50482.0,11.5702,7.583,1.0,0.0,0.0,,
689,2019-12-31,ADYEN NA Equity,1182.0,4.0,,,1.333,512510.0,2594385.0,,,1.333,,2.6870000000000003,,7.578,0.0,60000.0,21.4876,8.583,1.0,0.0,0.0,,
